M-ID,SMILE,P1,P2,P3,P4,P5
M977790,O=C(Nc1ccccc1)N1CC[C@@]2(CCCNC2)C1,0,0,0,0,0
M458553,O=C(N/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12)OCc1ccccc1,0,0,0,0,0
M608482,CCCCCCCCC(=O)N/N=C/c1ccccn1,1,1,0,0,0
M773867,Cc1noc(C)c1-c1nccc(N2CCNCC2)n1,1,0,0,0,0
M761703,O=C(CCN1CCOCC1)Nc1ccc(F)cc1F,0,0,0,0,0
M323017,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0,1,0,1,0
M894652,CC(=O)Nc1nc(NC(C)=O)c2nc(CO)[nH]c2n1,0,0,0,0,0
M141109,CCC(=O)N1CCN(C(=O)c2ccccc2)CC1,0,0,0,0,0
M651848,CO[C@@H]1COC(=O)[C@H](COCc2ccccc2)NC(=O)CC=C[C@@H](C)[C@H](OC)COC(=O)[C@H](COCc2ccccc2)NC(=O)CC=C[C@H]1C,0,0,0,0,0
M977780,COCC(=O)N1CCC2(CCCN(C(=O)Nc3cccc(C#N)c3)C2)CC1,0,0,0,0,0
M595113,O=C(O)c1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,0,0,0,0,0
M943873,NNCc1cccc(O)c1,1,0,0,0,1
M918207,CCCCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,0,0,0,0,0
M628767,CN[C@@H](C)[C@@H](O)c1ccccc1,1,1,1,1,1
M758057,CCSc1nnc(-c2ccc(Cl)cc2)c2ccccc12,1,1,1,0,0
M214955,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]([C@@H](C)/C=C\[C@@H](C)C(C)C)CC[C@@H]12,0,0,0,0,0
M282626,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,0,0,0,0,0
M166443,CN(C)CCCn1cnc2cc(Cl)c(Cl)cc21,0,0,0,0,0
M505633,COCCn1c(Cc2ccccc2)nnc1SCc1nc(O)c2ccccc2n1,0,0,0,0,1
M524874,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0,0,0,0,0
M125309,COc1ccc(C(=O)OC2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)cc1,0,1,1,0,0
M921175,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@](C)(O)[C@@]1(C)O)[C@H]23,0,0,0,0,0
M387497,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,0,0,0,0,0
M666219,CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M586898,COCCNc1cc(-c2c(C)noc2C)ncn1,1,0,0,0,0
M848055,C[N+]1(C)CCC[C@H]1C(=O)[O-],0,0,0,0,0
M979235,COC(=O)/C=C\c1cc(O)ccc1O,1,1,1,0,0
M915714,CN1C(=O)C[C@H](c2ccccc2)C1=O,0,0,0,0,0
M524178,Cc1ccc(C)c(NC(=O)Cn2c([N+](=O)[O-])cnc2C)c1,0,0,0,0,0
M958963,COc1ccc(CNc2ncncc2-c2cccc(C#N)c2)c(OC)c1,1,1,0,1,1
M251324,N[C@@H](Cc1n[nH]c2ccccc12)C(=O)O,0,0,0,0,0
M595948,O=S(=O)(Cc1cnc(O)nc1O)Cc1cnc(O)nc1O,0,0,0,0,0
M188398,OC(CN1CCCCC1)CN1CCCCC1,0,0,0,0,0
M290845,N=C(N)NCCN1CCCCCCC1,0,0,0,0,0
M250539,COc1ccc(COC(=O)N/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C[C@@H]5CCCO5)C(=O)[C@H]4CC[C@@H]23)cc1,0,0,0,0,0
M367768,O=C1CC(c2ccc3c(c2)OCO3)Sc2nc3ccccc3n21,1,1,1,1,1
M632971,N=C(NO)c1cn([C@@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c2ncnc(NO)c12,0,0,0,0,0
M291378,CCOC(=O)C1CCCN(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)C1,1,1,0,0,0
M803183,NCCSCCC(=O)O,0,0,0,0,0
M642783,O=C(/C=C/c1ccc2c(c1)OCO2)NCCSCc1cccc(Cl)c1,1,1,1,1,0
M643376,CCOC(=O)c1ccc(NC(=O)CC2NCCNC2=O)cc1,0,0,0,0,0
M235776,Cc1ccc(C(C)C)n1C(=O)OC(C)(C)C,0,0,0,0,0
M478362,O=C(O)[C@@H]1CCCN1,0,0,0,0,0
M468083,O=C1CCCC=C1[C@H](O)CCCCBr,0,0,0,0,0
M129392,CCN(CC)c1cc(C)nc2ncnn12,1,0,0,0,0
M110848,CN1[C@H]2CC(=O)C[C@@H]1[C@@H](O)C2,0,0,0,0,0
M461526,N[C@H](CO)C(=O)NCC(=O)O,0,0,0,0,0
M760491,O=C(Cn1cnc([N+](=O)[O-])c1)NCc1ccc(F)cc1,0,0,0,0,0
M309924,C[C@H](CC(=O)O)C(C(=O)O)C(=O)O,0,0,0,0,0
M149329,CC(C)NNC(=O)c1ccncc1,0,0,0,0,0
M106278,Cc1cccc(CNc2ccnc(-c3ccc(N(C)C)cc3)n2)c1,1,1,0,1,1
M514174,C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,0,0,0,0,1
M357063,Clc1ccc(CC[C@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,1,1,1,1,1
M159825,O=C(O)CSc1cc(C(F)(F)F)nc(-c2ccccn2)n1,0,0,0,0,0
M687762,O=C(O)c1cc(/N=C\c2ccccc2O)cc(C(=O)O)c1,0,0,0,0,0
M870972,CC(C)(C)C(=O)Nc1ccc2c(c1)-c1cc(NC(=O)C(C)(C)C)ccc1C2,0,0,0,0,0
M878035,O=C(c1csnn1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,0,0,0,1,0
M518042,CCN1C[C@@]2(COC)CC[C@H](OC)[C@]34[C@H]5C[C@H]6[C@H](OC)C[C@@]7(OCO[C@]7([C@H](O)[C@@H]23)[C@H]14)[C@@H]5[C@@H]6OC,0,0,0,0,0
M432795,CN(C)Cc1ccccc1-c1nccc(NCc2cccs2)n1,1,0,0,1,0
M467679,C=CCSc1ccsc1C(=O)O,0,0,0,0,0
M813361,Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)CC=C[C@H](C)[C@@H](NS(=O)(=O)c3ccc(C)cc3)COC(=O)CC=C[C@@H]2C)cc1,0,0,0,0,1
M185793,Cc1cnc(CNc2ncncc2-c2ccoc2)cn1,1,0,0,0,1
M721884,Cc1ccc(CS(=O)(=O)CCC(=O)N2CCOCC2)cc1,0,0,0,0,0
M915065,O=C(c1ccncc1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,0,0,0,0,1
M814404,C[C@@H]1CN2[C@@H](CC[C@@H](C)[C@H]2c2ccc(Br)cc2)C(=O)O1,0,0,0,0,0
M445141,O=C(NCc1cccs1)O[C@H]1C[C@H]2CC[C@@H]1C2,0,0,0,0,0
M581752,COC(=O)[C@@H]1C[C@H]1[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,1,1,1,0,1
M388202,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,0,0,0,1,0
M306019,CCOC(=O)c1cnn(-c2nc(-c3cccc(F)c3)cs2)c1C(F)(F)F,1,1,1,0,0
M284207,N[C@@H](CNO)C(=O)O,0,0,0,0,0
M989581,CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,0,0,0,0,0
M223163,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@H](C)[C@@H]2N[C@H](COCCOC)O[C@H]([C@@H]2C)[C@]1(C)O,0,0,0,0,0
M176730,CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M745000,CCCCN(C(=O)Nc1ccc(OCC)cc1)C1CCN(C(C)=O)CC1,0,0,0,0,0
M245112,COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4OC)C3)C2)cc1,0,0,0,1,1
M550797,Cc1nc2cccc([N+](=O)[O-])c2n1CCCN(C)C,0,0,0,0,0
M230271,O=C(O)CCC(=O)N1CCOc2ccc(Cl)cc21,0,0,0,0,0
M383573,C[C@H]1CC=CC=CC=CC=C[C@@H](O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@@H](O)[C@H]2C(=O)O,0,0,0,0,0
M468407,CCN[C@@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0,0,0,0,0
M202617,O=C(O)c1nnsc1COCc1ccccc1,0,0,0,0,0
M366981,NS(=O)(=O)c1ccc(/N=N\c2c(O)c(C(=O)O)cc3ccccc23)cc1,0,0,0,0,0
M563203,CC(C)C[C@H](N)C(=O)O,0,0,0,0,0
M743488,C[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0,0,0,0,0
M871544,N=C(N)NC[C@H](N)C(=O)O,0,0,0,0,0
M695640,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,0,0,0,1,0
M101250,O=C(Nc1ccccc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1cc(Br)ccc1Cl,0,1,1,0,1
M349088,O=C(CSc1nc(O)c2c(C(F)(F)F)cc(-c3cccs3)nc2n1)NCc1ccco1,1,1,1,0,1
M432493,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,0,1,0,1,0
M951025,C[C@@](Br)(C(=O)O)[C@H](Br)C(=O)O,0,0,0,0,0
M687759,S=C(NCc1ccccn1)Nc1cccc(Cl)c1,1,1,0,0,1
M817264,NC1(C(=O)O)CC1,0,0,0,0,0
M465686,CC(C)(C[C@@]1(C)NC(=O)NC1=O)OCc1ccccc1,0,0,0,0,0
M394126,O=S(=O)(c1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0,0,0,0,0
M381125,CC1=C(C#N)C(NC(=O)C(C)(C)C)(C(F)(F)F)C(=O)N1,0,0,0,0,0
M339479,O=C(CSc1ccccc1C(=O)O)NCc1ccco1,0,0,0,0,0
M669207,O=C(O)c1nc(O)nc(O)c1CN1CCCCC1,0,0,0,0,0
M317471,CC(C)(C)Cn1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,1,0,0,0,0
M883270,O=C1C2=CC[C@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12,0,0,0,0,0
M411913,NS(=O)(=O)c1ccc(/N=C2\C(=O)Nc3ccccc32)cc1,0,0,0,0,0
M176352,Clc1ccc(N2C[C@@H]3CC[C@H](C2)N3)nn1,0,0,0,0,0
M686019,C[C@@]1([C@@H](NC(=O)c2ccc(-c3ccccc3)cc2)c2ccc(Cl)cc2)C[C@H]1C1CCCCC1,0,0,0,0,0
M874103,CCCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,1,1,1,0,1
M234621,Cc1cnc(C(=O)OCC(=O)N(C(C)C)C(C)C)cn1,0,0,0,0,0
M756876,COc1ccc(C(=O)NCc2ccc(-c3nc4ccccc4s3)cc2)cc1,1,1,1,0,1
M831704,Cc1cc(C)n2c(SCC(=O)N(C)C3CCS(=O)(=O)C3)nnc2n1,0,0,0,0,0
M146107,C[N+]1(C)CCc2cc(O)c(O)cc2[C@H]1Cc1ccc(O)c(O)c1,0,0,0,0,0
M503992,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4[C@@H](O)C[C@]5(C)[C@H]([C@@H]6COC(=O)C6)CC[C@@]5(O)[C@H]4CC[C@@]3(O)C2)[C@H](O)[C@H](O)[C@@H]1O,0,0,0,0,0
M286431,COc1c2c(cc3c1OCO3)CCN(C)C2,1,0,0,1,0
M307877,O=C1Nc2ccccc2Nc2ncccc21,1,0,0,0,0
M666123,CCN[C@@H]1C[C@H](N)[C@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@@H](O)[C@H]1O[C@H]1OC[C@@](C)(O)[C@@H](NC)[C@@H]1O,0,0,0,0,0
M168027,COc1ccc2nc3c(cc2c1)Cc1ccccc1-3,1,1,1,1,1
M877772,COC(Cc1nnc(SC)n1-c1ccccc1)OC,0,0,0,0,0
M268349,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O,0,0,0,0,0
M861100,NCC1(CC(=O)O)CCCCC1,0,0,0,0,0
M765923,Fc1ccc(Nc2ncncc2-c2ccoc2)cc1,1,0,0,0,1
M116887,NCCP(=O)(O)O,0,0,0,0,0
M704603,NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1,0,0,0,0,0
M253966,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,0,1,0,0,0
M559831,CC[C@@H](Nc1ncnc2[nH]cnc12)C(=O)O,0,0,0,0,0
M826354,CCOCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,0,0,0,0,0
M463537,Cc1cccc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,1,1,0,1,1
M488873,O=C1C(C2=NC(C(=O)O)C3C(=O)N(c4ccc(Cl)cc4)C(=O)C23)=C(O)c2ccccc21,0,0,0,0,0
M802345,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(F)c(F)c(F)c4)c3C[C@H]2CN1C(=O)c1ccccc1,0,0,0,0,0
M527629,CC(=O)Nc1nc(O)c2nc(C=O)cnc2n1,0,0,0,0,0
M944830,CC(C)(CCP(=O)(O)O)C(=O)O,0,0,0,0,0
M353705,O=C1CCC=C1[C@@H](O)CCc1ccccc1,0,0,0,0,0
M670693,CN(C)Cc1ccc(O)c(CN(C)C)n1,0,0,0,0,0
M835885,CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)N(C)c1ccccc12,0,1,0,0,1
M226847,COc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12,1,1,1,1,1
M103012,CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2,0,0,0,0,0
M327412,c1ccc2c(-c3c[nH]c4ccccc34)c3ccccc3nc2c1,1,1,1,1,1
M860938,Cc1ccc(C(CC(N)=O)c2ccco2)cc1,0,1,0,0,0
M866459,CN(c1ccc(C(=O)NCc2ccccn2)cc1)S(C)(=O)=O,0,0,0,0,0
M623432,CCCCn1c(NCc2ccccc2NS(=O)(=O)c2ccc(C)cc2)nc2ccccc21,0,1,1,1,1
M824578,COc1cccc(-c2cc(NCc3ccccc3)ncn2)c1,1,1,0,1,1
M469897,COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@H]1C=C[C@H](O)[C@@H](CO)O1,0,0,0,0,0
M883060,COc1ccc(Cc2ccccc2C(=O)O)c2ccccc12,0,0,1,0,0
M159248,CCOc1ccc(C2=[N+]([O-])C(C)(C)N(O)C2(C)C)cc1,0,0,0,0,0
M767469,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cc(Br)ccc1Cl,0,1,1,0,1
M683479,CCN(CC)C(=O)Cn1cc(/C=C(\C#N)C(=O)N2CCN(c3ccccc3)CC2)c2ccccc21,0,1,1,0,1
M478133,COc1cc(C(=O)Nc2nc3ccc4nc(C)sc4c3s2)cc(OC)c1OC,0,0,0,0,0
M446307,O=C(CSCc1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,1,1,1,1,0
M680864,Cc1cc2ncn(C3CC(=O)N(C)C3=O)c2cc1C,0,0,0,0,0
M949273,N#Cc1cccc(-c2cc(-n3ccnc3)ncn2)c1,1,1,0,0,1
M162345,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0,0,0,0,0
M892945,O=[N+]([O-])c1ccc(N2CCCCC2)c(Cl)c1N1CCCCC1,1,1,1,0,0
M592836,Cc1cc2ccccc2n1CCNC(=O)c1ccccc1,1,1,1,1,1
M646211,N=C(Cc1ccccc1)NCC(=O)O,0,0,0,0,0
M569040,O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1ccc(F)cc1,1,1,1,0,1
M227308,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,0,1,1,0,1
M823143,Nc1ncnc2c1ncn2[C@H]1O[C@H]2COP(=O)(O)O[C@H]2[C@H]1O,0,0,0,0,0
M324670,NCCS(=O)(=O)O,0,0,0,0,0
M989163,CN1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,0,0,0,0,0
M499072,O=C(O)CCSc1ncnc2[nH]cnc12,0,0,0,0,0
M910883,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@@H]4NC(=O)c5csc(n5)[C@@H]([C@](C)(O)[C@H](C)O)NC(=O)[C@@H]5CSC(=N5)/C(=C/C)NC(=O)[C@@H]([C@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@@H](C)NC(=O)C(=C)NC(=O)[C@@H](C)NC(=O)[C@@H]([C@@H](C)CC)N[C@H]2C=Cc3c([C@H](C)O)cc(nc3[C@@H]2O)C(=O)O[C@H]4C)n1)C(N)=O,0,0,0,0,0
M996251,CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SCC(=O)N1CCOCC1)n2-c1ccccc1OC,0,0,1,0,1
M678423,COC(=O)CNC(=O)CCCCC(=O)NCC(=O)OC,0,0,0,0,0
M740915,N[C@H](CCl)C(=O)O,0,0,0,0,0
M242966,C[C@H]1[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,0,0,0,0
M397611,CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,1,0,0,1,0
M506922,O=C1CSC(=S)N1/N=C\c1ccc(Cl)c([N+](=O)[O-])c1,1,0,0,0,0
M315491,CN1C(=O)C(CC(N)=O)N(NC(=O)c2ccc(Cl)cc2)C1=S,0,0,0,0,0
M609277,Cc1ccc(S(=O)(=O)NC(=O)c2cccn2C)cc1,0,0,1,0,0
M195536,CC(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@@H]1O[C@@H](C)C(=O)O,0,0,0,0,0
M460889,CCn1nc(C(=O)Nc2ccccc2C)c(Cl)c1Cl,1,0,0,0,0
M570136,N=C(N)NNC(=O)C(=O)O,0,0,0,0,0
M154863,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1,1,1,1,1,1
M989664,CN(C)c1ccc(/C=c2\sc3nc(-c4ccccc4)nn3c2=O)cc1,0,0,0,0,0
M391758,CN(C)Cc1nsc(N(C)C)n1,0,0,0,0,0
M727009,COCCCNC(=O)/C=C/c1ccc(Cl)cc1,1,0,0,0,0
M279714,CNc1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,1,1,0,1,1
M950349,COc1cccc(-c2nccc(NCc3cnc(C)cn3)n2)c1,1,0,0,0,1
M454350,COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)CO,0,0,0,0,0
M953173,COc1ccc(COC(=O)N/N=C2/C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@@H]2C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]23)cc1,0,0,0,0,1
M884532,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,0,0,0,0,0
M737079,N=C(N)SCCc1ccccn1,0,0,0,0,0
M418268,CC1=NN(c2ccccc2)C(=O)/C1=C\N1CC(C)OC(C)C1,0,0,0,0,0
M341587,N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,0,0,0,0,0
M208647,C#CCOCCCC(=O)O,0,0,0,0,0
M207390,CCOC(=O)Cc1c(C)nc2c(-c3ccccc3)c(-c3ccccc3)nn2c1O,1,1,1,0,1
M487507,CO/N=C(\C)CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1,0,0,0,0,0
M385729,O=C1CCc2c(ccc3ccccc23)O1,1,1,1,0,0
M346246,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0,0,0,0,0
M648156,Oc1c(Br)cc(Br)cc1CN(Cc1cc(Br)cc(Br)c1O)C1CCCCC1,1,1,0,1,0
M112750,CC(=O)c1c(C)[nH]c(C(=O)N2CCc3ccccc3C2)c1C,1,1,1,1,1
M690849,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,0,0,0,0,0
M930086,N#Cc1ccc(CN2CCC3(CCNCC3)CC2)cc1,0,0,0,0,0
M815823,COCC(=O)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,0,0,0,0
M913664,CCOc1ccc2nc3cc(/N=N\c4ccc(N)nc4N)ccc3c(N)c2c1,1,0,0,0,0
M508767,N#Cc1ccc(CN2CC3(CCN(C(=O)c4cnccn4)CC3)C2)cc1,0,0,0,0,0
M387934,CN1C(=O)OC(C)(C)C1=O,0,0,0,0,0
M210903,CC(C)(C)c1ccc(C(=O)N2CCC(C(=O)NCCC3=CCCCC3)CC2)cc1,0,1,1,1,0
M917645,CCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,0,0,0,0,0
M996437,CCOC(=O)N/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(Cc3ccccc3)C(=O)[C@H]12,0,0,0,0,0
M350289,CCN(CC)c1nc(Nc2ccccc2)nc(Oc2ccc(C(=O)OC)cc2)n1,1,1,1,0,0
M577001,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,0,0,0,0,0
M799919,O=S(=O)(c1cc(-c2nc3ccccc3s2)ccc1Cl)N1CCOCC1,1,1,0,0,0
M323619,Cc1ccc(SCCNC(=S)Nc2ccc(C)c(C)c2)cc1,1,1,1,1,1
M544393,CC(C)CN1CC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,0,0,0,0,0
M213049,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,1,1,1,0,0
M527595,CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,0,0,0,0
M205195,Cc1nn(CC(=O)N2CCOCC2)c(C)c1[N+](=O)[O-],0,0,0,0,0
M369631,COc1ccc(NC(=O)N2CCCC3(CCN(C(C)=O)CC3)C2)cc1,0,0,0,0,0
M330583,Cc1ccc(S(=O)(=O)ON=C2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,0,0,0,0,0
M592067,CCCC[C@H](CC)CN1CN(C[C@@H](CC)CCCC)CC(C)(N)C1,0,0,0,1,0
M525073,Cc1cnn(-c2cc(N/N=C/c3ccccc3)ncn2)c1,1,0,0,0,0
M986970,O=C(O)CC(CC(=O)O)C(=O)O,0,0,0,0,0
M510119,CN1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,0,0,0,0,0
M968887,Cc1cccc(CCNc2nc3ccccc3n3nnnc23)c1,1,1,0,0,0
M453367,N=C(N)N1CCc2ccccc2C1,0,0,0,0,0
M615078,COc1ccccc1CN1CCCC2(CCN(S(C)(=O)=O)CC2)C1,0,0,0,1,0
M933012,Cc1cc(C(=O)CSc2nnc(-c3ccccc3)o2)c(C)n1CC1COc2ccccc2O1,0,1,1,0,1
M878125,Cc1ccc2cc(C#N)c(SCC(=O)N3CCCc4ccccc43)nc2c1C,1,1,1,0,1
M456580,Cc1ccnc(NS(=O)(=O)c2ccc(N=[N+]=[N-])cc2)n1,0,0,0,0,0
M172315,CCc1nnc(NC(=O)CSc2ncnc3c2cnn3-c2ccc(OC)cc2)s1,0,0,0,0,0
M473581,CN[C@H]1[C@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O,0,0,0,0,0
M108894,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4[C@@H](O)C[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@@]5(O)[C@H]4CC[C@@]3(O)C2)[C@H](O)[C@H](O)[C@@H]1O,0,0,0,0,0
M162489,c1ccc(-c2cc(-c3cc(-c4ccccn4)[nH]n3)n[nH]2)nc1,0,0,0,0,0
M896326,c1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)cc1,1,1,0,1,1
M962705,COCC(=O)N1CCC2(CCCN(Cc3ccccc3OC)C2)CC1,0,0,0,0,0
M206875,Cc1cc2c(nc1C)CCCN2CC(O)CN1CCCc2nc(C)c(C)cc21,0,0,0,0,0
M101331,C[C@]1(c2ccccc2)O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,0,0,0,0,1
M456519,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,0,0,0,0,0
M188971,COCn1c2ccccc2c2nnc(C(C)=O)nc21,0,0,0,0,0
M232136,O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccco3)CC2)C1,0,0,0,0,0
M689998,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,0,0,0,0,0
M361316,N=C(N)[C@H](/N=N\c1ccccc1)C(N)=O,1,0,0,0,0
M974835,NC(=O)N1c2ccccc2C=Cc2ccccc21,0,0,0,0,0
M238857,Cc1ccc(F)cc1NC(=O)C12CC3CC(C1)CC(n1cnc([N+](=O)[O-])n1)(C3)C2,0,1,0,0,0
M104864,C[C@@H]1Nc2ccc(Cl)cc2S(=O)(=O)N1,1,0,0,0,0
M525059,O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cccc21,0,0,0,0,0
M476731,C/C(=N/NS(=O)(=O)c1ccc(C)cc1)P(=O)(O)O,0,0,0,0,0
M484280,CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,0,0,0,0,0
M308046,O=C1Nc2ccc([N+](=O)[O-])cc2C1(O)N1CCCCCC1,0,1,1,0,1
